MN_No,MA_No,Mapping_Quality,Pali_Name,Expected_Han,Found_Han,Status,Pali_Text,Han_Text
32,184,TRUE_PAIR,sariputta,舍利弗|舍梨子,舍梨子,VARIANT,sabbesaṃ vo sāriputta subhāsitaṃ pariyāyena api ca mamapi suṇātha yathārūpena bhikkhunā gosiṅgasālavanaṃ sobheyya,於是 尊者大目揵連即從坐起 偏袒著衣 叉手向佛 白曰 世尊 我及諸尊如是說已 便白尊者舍梨子曰 尊者舍梨子 我及諸尊已各自說隨其所知 我今問尊者舍梨子 此牛角娑羅林甚可愛樂 夜有明月 諸娑羅樹皆敷妙香 猶若天華 尊者舍梨子 何等比丘起發牛角
32,184,TRUE_PAIR,sariputta,舍利弗|舍梨子,舍梨子,VARIANT,idha sāriputta bhikkhu pacchābhattaṃ piṇḍapātapaṭikkanto nisīdati,於是 尊者舍梨子即從坐起 偏袒著衣 叉手向佛 白曰 世尊 我及諸賢如是說已 告曰 賢者目揵連 我及諸賢已各自說隨其所知 賢者目揵連 我等寧可共彼諸賢往詣佛所 向論此事 於中知誰最為善說 世尊 我等誰為善說耶
32,184,TRUE_PAIR,sariputta,舍利弗|舍梨子,,MISSING,evarūpena kho sāriputta bhikkhunā gosiṅgasālavanaṃ sobheyyā ti,佛說如是 彼諸比丘聞佛所說 歡喜奉行
38,201,SOFT,mara,魔|波旬,,MISSING,taṇhāpaccayā upādānaṃ upādānapaccayā bhavo bhavapaccayā jāti jātipaccayā jarāmaraṇaṃ sokaparidevadukkhadomanassupāyāsā s,等大苦陰生 緣生有老死 此說緣生有老死 於汝等意云何
38,201,SOFT,mara,魔|波旬,,MISSING,evametassa kevalassa dukkhakkhandhassa samudayo hoti jātipaccayā jarāmaraṇanti iti kho panetaṃ vuttaṃ jātipaccayā nu kho,等大苦陰生 緣生有老死 此說緣生有老死 於汝等意云何
38,201,SOFT,mara,魔|波旬,,MISSING,jātipaccayā bhante jarāmaraṇaṃ evaṃ no ettha hoti jātipaccayā jarāmaraṇa nti,等大苦陰生 緣生有老死 此說緣生有老死 於汝等意云何
38,201,TRUE_PAIR,mara,魔|波旬,,MISSING,yā vedanāsu nandī tadupādānaṃ tassupādānapaccayā bhavo bhavapaccayā jāti jātipaccayā jarāmaraṇaṃ sokaparidevadukkhadoman,世尊歎曰 善哉 善哉 比丘 汝等如是說 所以者何 我亦如是說 無明滅則行滅 行滅則識滅 識滅則名色滅 名色滅則六處滅 六處滅則更樂滅 更樂滅則覺滅 覺滅則愛滅 愛滅則受滅 受滅則有滅 有滅則生滅 生滅則老死滅 愁慼 啼哭 憂苦 懊惱可得滅 
38,201,TRUE_PAIR,mara,魔|波旬,,MISSING,yā vedanāsu nandī tadupādānaṃ tassupādānapaccayā bhavo bhavapaccayā jāti jātipaccayā jarāmaraṇaṃ sokaparidevadukkhadoman,世尊歎曰 善哉 善哉 若汝等如是知 如是見 汝等頗故殺父母 害
38,201,TRUE_PAIR,mara,魔|波旬,,MISSING,so bījagāmabhūtagāmasamārambhā paṭivirato hoti ekabhattiko hoti rattūparato virato vikālabhojanā,比丘答曰 如是 世尊
38,201,TRUE_PAIR,mara,魔|波旬,,MISSING,tassa nandīnirodhā upādānanirodho upādānanirodhā bhavanirodho bhavanirodhā jātinirodho jātinirodhā jarāmaraṇaṃ sokaparid,比丘答曰 如是 世尊 具足愛盡解脫也
39,182,TRUE_PAIR,brahma,梵天|梵,,MISSING,sataṃ evaṃpaṭiññānaṃ sataṃ ye dhammā samaṇakaraṇā ca brāhmaṇakaraṇā ca te dhamme samādāya vattissāma,若汝等作是念 我身 口 意 命行清淨 我所作已辦 不復更學 已成德義 無復上作 比丘 我為汝說 莫令求沙門義失沙門義 若欲求上學者 比丘身 口 意命行清淨 當復作何等 比丘當學守護諸根 常念閉塞 念欲明達 守護念心而得成就 恒欲起意 若眼見
39,182,TRUE_PAIR,brahma,梵天|梵,,MISSING,katame ca bhikkhave dhammā samaṇakaraṇā ca brāhmaṇakaraṇā ca,靖處 山巖石室 露地穰𧂐 或至林中 或在塚間 彼已在無事處 或至樹下空安靖處 敷尼師壇 結
43,211,TRUE_PAIR,sariputta,舍利弗|舍梨子,,MISSING,ekamantaṃ nisinno kho āyasmā mahākoṭṭhiko āyasmantaṃ sāriputtaṃ etadavoca duppañño duppañño ti āvuso vuccati,尊者舍黎子語曰 賢者拘絺羅 欲有所問 聽我問耶
43,211,TRUE_PAIR,sariputta,舍利弗|舍梨子,,MISSING,sādhāvuso ti kho āyasmā mahākoṭṭhiko āyasmato sāriputtassa bhāsitaṃ abhinanditvā anumoditvā āyasmantaṃ sāriputtaṃ uttari,尊者舍黎子聞已 歎曰 善哉 善哉 賢者拘絺羅 尊者舍黎子歎已 歡喜奉行
44,210,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,ekamantaṃ nisinno kho visākho upāsako dhammadinnaṃ bhikkhuniṃ etadavoca sakkāyo sakkāyo ti ayye vuccati,法樂比丘尼答曰 毘舍佉 欲問便問 我聞已當思
44,210,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,katamo nu kho ayye sakkāyo vutto bhagavatā ti pañca kho ime āvuso visākha upādānakkhandhā sakkāyo vutto bhagavatā seyyat,毗舍佉優婆夷便問曰 賢聖 自身 說自身 云何為自身耶
44,210,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,ime kho āvuso visākha pañcupādānakkhandhā sakkāyo vutto bhagavatā ti,復問曰 賢聖 云何為自身見耶
44,210,SOFT,sakka,帝釋|天帝釋,,MISSING,dhammadinnaṃ bhikkhuniṃ uttariṃ pañhaṃ apucchi sakkāyasamudayo sakkāyasamudayo ti ayye vuccati,法樂比丘尼答曰 不多聞愚癡凡夫不見善知識 不知聖法 不御聖法
44,210,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,katamo nu kho ayye sakkāyasamudayo vutto bhagavatā ti yāyaṃ āvuso visākha taṇhā ponobbhavikā nandīrāgasahagatā tatratatr,彼見色是神 見神有色 見神中有色 見色中有神也 見覺 想 行 識是神 見神有識 見神中有識 見識中有神也 是謂自身見也
44,210,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,bhavataṇhā vibhavataṇhā ayaṃ kho āvuso visākha sakkāyasamudayo vutto bhagavatā ti,復問曰 賢聖 云何無身見耶
44,210,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,sakkāyanirodho sakkāyanirodho ti ayye vuccati katamo nu kho ayye sakkāyanirodho vutto bhagavatā ti,法樂比丘尼答曰 多聞聖弟子見善知識 知聖法 善御聖法 彼不見色是神 不見神有色 不見神中有色 不見色中有神也 不見覺 想 行 識是神 不見神有識 不見神中有識 不見識中有神也 是謂無身見也
44,210,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,yo kho āvuso visākha tassāyeva taṇhāya asesavirāganirodho cāgo paṭinissaggo mutti anālayo ayaṃ kho āvuso visākha sakkāya,復問曰 賢聖 云何滅自身耶
44,210,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,evaṃ kho āvuso visākha sakkāyadiṭṭhi na hotī ti katamo panāyye ariyo aṭṭhaṅgiko maggo ti,復問曰 賢聖 云何八支聖道耶
44,210,TRUE_PAIR,brahma,梵天|梵,,MISSING,nibbānogadhañhi āvuso visākha brahmacariyaṃ nibbānaparāyanaṃ nibbānapariyosānaṃ,法樂比丘尼告曰 君欲問無窮事 然君問事不能得窮我邊也 涅槃者 無對也 涅槃者 以無
45,174,TRUE_PAIR,brahma,梵天|梵,,MISSING,santi bhikkhave eke samaṇabrāhmaṇā evaṃvādino evaṃdiṭṭhino natthi kāmesu doso ti,彼樹神而作是念 以何等故 彼邊傍種子村神 村百穀藥木親親朋友樹神 於種子見當來有何恐怖 有何災患 而來慰勞我言 樹神勿怖 樹神勿怖 樹神 此
45,174,TRUE_PAIR,mara,魔|波旬,,MISSING,te kāmesu pātabyataṃ āpajjitvā kāyassa bhedā paraṃ maraṇā apāyaṃ duggatiṃ vinipātaṃ nirayaṃ upapajjanti,恐怖 見此災患故 而來慰勞我言 樹神勿怖 樹神勿怖
45,174,TRUE_PAIR,brahma,梵天|梵,,MISSING,te tattha dukkhā tibbā kharā kaṭukā vedanā vedayanti te evamāhaṃsu idaṃ kho te bhonto samaṇabrāhmaṇā kāmesu anāgatabhaya,此種子或為鹿食 或孔雀食 或風吹去 或村火燒 或野火燒 或敗壞不成種子 如是 樹神 汝得安隱 若此種子非為鹿食 非孔雀食 非風吹去 非村火燒 非野火燒 亦非敗壞不成種子 此種子不缺不穿 亦不剖坼 不為風 雨 日所中傷 得大雨漬 便速生也 我
46,175,TRUE_PAIR,brahma,梵天|梵,,MISSING,puthusamaṇabrāhmaṇaparappavāde abhivihacca bhāsate ca tapate ca virocate cā ti,佛說如是 彼諸比丘聞佛所說 歡喜奉行
49,78,TRUE_PAIR,brahma,梵天|梵,梵天|梵,MATCH,evaṃ vutte ahaṃ bhikkhave bakaṃ brahmānaṃ etadavocaṃ avijjāgato vata bho bako brahmā avijjāgato,時 魔波旬在彼眾中 於是 魔波旬語世尊曰 比丘 莫違此梵天所說 莫逆此梵天所說 比丘 若汝違此梵天所說 逆此梵天所說者 是為比丘猶如有人吉祥事來 而排却之 比丘所說亦復如是 是故 比丘 我語汝莫違此梵天所說 莫逆此梵天所說 比丘 若汝違此梵
49,78,TRUE_PAIR,brahma,梵天|梵,梵天|梵,MATCH,vata bho bako brahmā yatra hi nāma aniccaṃyeva samānaṃ niccanti vakkhati addhuvaṃyeva samānaṃ dhuvanti,大仙人 若有沙門 梵志 憎惡地 毀呰地者 彼身壞命終 必生餘下賤妓樂神中 如是水 火 風 神 天 生主 憎惡梵天 毀呰梵天者 彼身壞命終 必生餘下賤妓樂神中 大仙人 若有沙門 梵志 愛樂地 稱歎地者 彼身壞命終 必生最上尊梵天中 如是水 火
49,78,TRUE_PAIR,brahma,梵天|梵,梵天|梵,MATCH,ahesuṃ kho bhikkhu tayā pubbe samaṇabrāhmaṇā lokasmiṃ yāvatakaṃ tuyhaṃ kasiṇaṃ āyu tāvatakaṃ tesaṃ tapokammameva ahosi,於是 梵天白世尊曰 大仙人 昔有沙門 梵志 壽命極長 存住極久 大仙人 汝壽至短 不
49,78,TRUE_PAIR,brahma,梵天|梵,,MISSING,sace āpaṃ tejaṃ vāyaṃ bhūte deve pajāpatiṃ brahmaṃ ajjhosissasi opasāyiko me bhavissasi vatthusāyiko yathākāmakaraṇīyo b,識悉我 如日自在 明照諸方 是為千世界 於千世界中 汝得自在耶 知彼彼處無有晝夜 大仙人曾
49,78,TRUE_PAIR,brahma,梵天|梵,梵天|梵,MATCH,sace āpaṃ tejaṃ vāyaṃ bhūte deve pajāpatiṃ brahmaṃ ajjhosissāmi opasāyiko te bhavissāmi vatthusāyiko,世尊告曰 梵天 如日自在 明照諸方 是為千世界 於千世界中 我得自在 亦知彼彼處無有晝夜 梵天 我曾更歷彼 我數經歷彼 梵天 有三種天 光天 淨光天 遍淨光天 梵天 若彼三種天有知有見者 我亦有彼知見 梵天 若彼三種天無知無見者 我亦自有知
49,78,TRUE_PAIR,brahma,梵天|梵,梵天|梵,MATCH,mahiddhiko bako brahmā evaṃ mahānubhāvo bako brahmā evaṃ mahesakkho bako brahmā ti,於是 梵天白世尊曰 大仙人 何由得彼三種天有知有見者 汝亦有彼知見 若彼三種天無知無見者 汝亦自有知見 若彼三種天及眷屬有知有見者 汝亦有彼知見 若彼三種天及眷屬無知無見者 汝亦自有知見 若我有知有見者 汝亦有此知見 若我無知無見者 汝亦自
49,78,SOFT,brahma,梵天|梵,梵天|梵,MATCH,yathākathaṃ pana me tvaṃ mārisa gatiñca pajānāsi jutiñca pajānāsi evaṃ mahiddhiko bako brahmā evaṃ mahānubhāvo bako brah,淨有淨想 淨是我 淨是我所 我是淨所 彼計淨是我已 便不知淨 梵天 若有沙門 梵志 地則知地 地非是我 地非我所 我非地所 彼不計地是我已 彼便知地 如是水 火 風 神 天 生主 梵天 無煩 無熱 淨則知淨 淨非是我 淨非我所 我非淨所 彼
49,78,SOFT,brahma,梵天|梵,梵天|梵,MATCH,evaṃ kho te ahaṃ brahme gatiñca pajānāmi jutiñca pajānāmi evaṃ mahiddhiko bako brahmā evaṃ mahānubhāvo bako brahmā evaṃ ,淨有淨想 淨是我 淨是我所 我是淨所 彼計淨是我已 便不知淨 梵天 若有沙門 梵志 地則知地 地非是我 地非我所 我非地所 彼不計地是我已 彼便知地 如是水 火 風 神 天 生主 梵天 無煩 無熱 淨則知淨 淨非是我 淨非我所 我非淨所 彼
49,78,TRUE_PAIR,brahma,梵天|梵,,MISSING,pe deve kho ahaṃ brahme pe pajāpatiṃ kho ahaṃ brahme pe brahmaṃ kho ahaṃ brahme pe ābhassare kho,於是 世尊告曰 魔波旬 汝不為我求義故說 非為饒益故 非為樂故 非為安隱故 莫得訓誨教呵弟子 莫為弟子說法 莫著弟子 莫為著弟子故 身壞命終 生餘下賤妓樂神中 行無為 於現世受安樂 所以者何 大仙人 汝唐自煩勞 魔波旬 汝作是念 此沙門瞿曇
50,131,TRUE_PAIR,mara,魔|波旬,魔|波旬,MATCH,disvāna māraṃ pāpimantaṃ etadavoca nikkhama pāpima nikkhama pāpima mā tathāgataṃ vihesesi mā tathāgatasāvakaṃ,尊者大目犍連即從定寤 語魔王曰 汝波旬出 汝波旬出 莫觸嬈如來 亦莫觸嬈如來弟子 莫於長夜無義無饒益 必生惡處 受無量苦
50,131,TRUE_PAIR,mara,魔|波旬,魔|波旬,MATCH,atha kho mārassa pāpimato etadahosi ajānameva kho maṃ ayaṃ samaṇo apassaṃ evamāha nikkhama pāpima nikkhama pāpima,尊者大目揵連復語魔王 我復知汝意 汝作是念 此沙門不知不見而作是說 汝波旬出 汝波旬出
50,131,TRUE_PAIR,mara,魔|波旬,,MISSING,atha kho āyasmā mahāmoggallāno māraṃ pāpimantaṃ etadavoca evampi kho tāhaṃ pāpima jānāmi mā tvaṃ maññittho na maṃ jānātī,出 在尊者大目犍連前立
50,131,TRUE_PAIR,mara,魔|波旬,魔|波旬,MATCH,atha kho pāpima dūsissa mārassa etadahosi imesaṃ kho ahaṃ bhikkhūnaṃ sīlavantānaṃ kalyāṇadhammānaṃ neva jānāmi āgatiṃ vā,波旬 覺礫拘荀大如來 無所著 等正覺弟子用傷其頭 裂壞其衣 破其應器已 往詣覺礫拘荀大如來 無所著 等正覺所 爾時 覺礫拘荀大如來 無所著 等正覺無量百千眷屬圍遶而為說法 覺礫拘荀大如來 無所著 等正覺遙見弟子頭傷 衣裂 鉢破而來 見已 告
50,131,TRUE_PAIR,brahma,梵天|梵,,MISSING,yaṃnūnāhaṃ brāhmaṇagahapatike anvāviseyyaṃ etha tumhe bhikkhū sīlavante kalyāṇadhamme akkosatha paribhāsatha rosetha vih,嘖數 所以者何 或罵打破責數時 儻能起惡心 令我得其便 比丘 汝等當以心與慈俱 遍滿一方成就遊 如是二三四方 四維上下 普周一切 心與慈俱 無結無怨 無恚無諍 極廣甚大 無量善修 遍滿一切世間成就遊 如是悲 喜心與捨俱 無結無怨 無恚無諍 
50,131,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,atha kho te pāpima dūsī māro brāhmaṇagahapatike anvāvisi etha tumhe bhikkhū sīlavante kalyāṇadhamme akkosatha paribhāsat,波旬 彼時惡魔復作是念 我以此事求精進沙門便 而不能得 我寧可教勅梵志 居士 汝等共來奉敬 供養 禮事精進沙門 或以奉敬 供養 禮事精進沙門 儻能起惡心 令我得其便 波旬 彼梵志 居士為惡魔所教勅已 即共奉敬 供養 禮事精進沙門 以衣敷地而
50,131,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,atha kho te pāpima brāhmaṇagahapatikā anvāvisiṭṭhā dūsinā mārena bhikkhū sīlavante kalyāṇadhamme akkosanti,波旬 覺礫拘荀大如來 無所著 等正覺弟子得奉敬 供養 禮事已 往詣覺礫拘荀大如來 無所著 等正覺所 是時 覺礫拘荀大如來 無所著 等正覺無量百千眷屬圍遶而為說法 覺礫拘荀大如來 無所著 等正覺遙見弟子得奉敬 供養 禮事而來 見已 告諸比丘 
50,131,TRUE_PAIR,mara,魔|波旬,,MISSING,ye kho pana pāpima tena samayena manussā kālaṅkaronti yebhuyyena kāyassa bhedā paraṃ maraṇā apāyaṃ duggatiṃ vinipātaṃ ni,若見比丘來 還顧有慚愧 若毘闍延殿 見比丘問義
50,131,TRUE_PAIR,brahma,梵天|梵,,MISSING,brāhmaṇagahapatikā dūsinā mārena etha tumhe bhikkhū sīlavante kalyāṇadhamme akkosatha paribhāsatha,比丘即為答 問者如其義
50,131,TRUE_PAIR,mara,魔|波旬,,MISSING,ye kho pana pāpima tena samayena manussā kālaṅkaronti yebhuyyena kāyassa bhedā paraṃ maraṇā sugatiṃ saggaṃ lokaṃ upapajj,是謂千世界 於千世界中 無有勝此殿 如毘闍延哆
50,131,TRUE_PAIR,brahma,梵天|梵,,MISSING,brāhmaṇagahapatikā dūsinā mārena etha tumhe bhikkhū sīlavante kalyāṇadhamme sakkarotha garuṃ,毘闍延殿內 釋得自在遊 毘闍延大殿 足指能
50,131,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,brāhmaṇagahapatikā dūsinā mārena etha tumhe bhikkhū sīlavante kalyāṇadhamme sakkarotha garuṃ,毘闍延殿內 釋得自在遊 毘闍延大殿 足指能
50,131,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,karotha mānetha pūjetha appeva nāma tumhehi sakkariyamānānaṃ garukariyamānānaṃ māniyamānānaṃ,震動
50,131,TRUE_PAIR,mara,魔|波旬,,MISSING,atha kho pāpima dūsī māro aññataraṃ kumārakaṃ anvāvisitvā sakkharaṃ gahetvā āyasmato vidhurassa sīse pahāramadāsi sīsaṃ ,若干無量千 及百諸那術 至三十三天 慧眼者說法
52,217,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,dassanakāmā hi mayaṃ taṃ āyasmantaṃ ānanda nti eso gahapati āyasmā ānando vesāliyaṃ viharati beluvagāmake ti,諸上尊比丘答曰 居士 尊者阿難今在鞞舍離獼猴江邊高樓臺觀 若欲見者 可往至彼
52,217,TRUE_PAIR,vesali,毘舍離|毗舍離,,MISSING,dassanakāmā hi mayaṃ taṃ āyasmantaṃ ānanda nti eso gahapati āyasmā ānando vesāliyaṃ viharati beluvagāmake ti,諸上尊比丘答曰 居士 尊者阿難今在鞞舍離獼猴江邊高樓臺觀 若欲見者 可往至彼
52,217,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,ekamantaṃ nisinno kho dasamo gahapati aṭṭhakanāgaro āyasmantaṃ ānandaṃ etadavoca atthi nu kho,爾時 第十居士八城即從坐起 首諸上尊比丘足 繞三匝而去 往詣尊者阿難所 稽首禮足 却坐一面 白曰 尊者阿難 欲有所問 聽我問耶
52,217,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,bhante ānanda tena bhagavatā jānatā passatā arahatā sammāsambuddhena ekadhammo akkhāto yattha,尊者阿難告曰 居士 欲問便問 我聞已當思
52,217,TRUE_PAIR,ananda,阿難|阿難陀,,MISSING,imehi nāma bhante aññatitthiyā ācariyassa ācariyadhanaṃ pariyesissanti kimaṅgaṃ panāhaṃ āyasmato ānandassa pūjaṃ na kari,復次 居士 多聞聖弟子心與慈俱 遍滿一方成就遊 如是二三四方 四維上下 普周一切 心與慈俱 無結無怨 無恚無諍 極廣甚大 無量善修 遍滿一切世間成就遊 如是悲 喜心與捨俱 無結無怨 無恚無諍 極廣甚大 無量善修 遍滿一切世間成就遊 彼依此處
52,217,TRUE_PAIR,vesali,毘舍離|毗舍離,,MISSING,atha kho dasamo gahapati aṭṭhakanāgaro pāṭaliputtakañca vesālikañca bhikkhusaṅghaṃ sannipātetvā,復次 居士 多聞聖弟子度一切色想 乃至非有想非無想處成就遊 彼於此處 觀法如法 彼於此處 觀法如法 住彼得漏盡者 或有是處 若住彼 不得漏盡者 或因此法 欲法 愛法 樂法 靖法 愛樂歡喜 斷五下分結盡 化生於彼而般涅槃 得不退法 終不還此 
52,217,TRUE_PAIR,ananda,阿難|阿難陀,阿難,VARIANT,dussayugena acchādesi āyasmantañca ānandaṃ ticīvarena acchādesi āyasmato ca ānandassa pañcasatavihāraṃ kārāpesīti,於是 第十居士八城即於夜中 施設極妙淨美豐饒食噉含消 施設食已 平旦敷座 請鷄園眾及鞞舍離眾皆集一處 自行澡水 則以極妙淨美豐饒食噉含消 手自斟酌 令得飽滿 食訖收器 行澡水竟 持五百種物買屋別施尊者阿難 尊者阿難受已 施與招提僧
54,203,TRUE_PAIR,mara,魔|波旬,,MISSING,garaheyyuṃ pāṇātipātapaccayā kāyassa bhedā paraṃ maraṇā duggati pāṭikaṅkhā pāṇātipātapaccayā,居士 多聞聖弟子亦復作是思惟 欲如火坑 世尊說欲如火坑 樂少苦多 多有災患 當遠離之 若有此捨離欲 離惡不善之法 謂此一切世間飲食永盡無餘 當修習彼 居士 猶去村不遠 有大毒蛇 至惡苦毒 黑色可畏 若有人來 不愚不癡 亦不顛倒 自住本心 自
